review_id,query_id,intent,refusal_expected,query_text,required_fields,evidence_values,delivered_answer,reviewer_decision,reviewer_faithfulness,reviewer_usability,reviewer_notes
V33-HR-015,BQ079,current_object_explanation,false,Explain SURF-ER1830R065 using only source-linked evidence.,"record_id, title, date_text, region, source","record_id: SURF-ER1830R065
title: To the Amputees—Join the Workforce
date_text: c. 1918
region: France
source: {""name"":""Art Institute of Chicago API"",""url"":""https://www.artic.edu/artworks/7933"",""access_date"":""2026-05-30""}","Based on these records, Record 1 describes the Amputees' Workforce.

EVIDENCE TAGS:
record_id: SURF-ER1830R065 | LAB-METHOD-CONTEXT-V0 | SURF-CHW2026R001
title: To the Amputees—Join the Workforce | Browser-local RAG lab method context | Die Thierwelt (The Animal Kinggom)
date_text: c. 1918 | 2026-06-07 | ca. 1835
region: France | Research method | Austria Vienna Europe / Austria / Vienna / Europe
source: Art Institute of Chicago API / https://www.artic.edu/artworks/7933 | browser-local-rag-lab method files / https://github.com/dpan538/browser-local-rag-lab | Cooper Hewitt Collection GraphQL API / https://collection.cooperhewitt.org/objects/18437221/",pending,pending,pending,
V33-HR-016,BQ080,current_object_explanation,false,Explain SURF-ER1830R066 using only source-linked evidence.,"record_id, title, date_text, region, source","record_id: SURF-ER1830R066
title: Buy a Little Present for the Kaiser
date_text: 1917/18
region: United States
source: {""name"":""Art Institute of Chicago API"",""url"":""https://www.artic.edu/artworks/7962"",""access_date"":""2026-05-30""}","Based on these records, Record 1 is the current object.

EVIDENCE TAGS:
record_id: SURF-ER1830R066 | LAB-METHOD-CONTEXT-V0 | SURF-CHW2026R001
title: Buy a Little Present for the Kaiser | Browser-local RAG lab method context | Die Thierwelt (The Animal Kinggom)
date_text: 1917/18 | 2026-06-07 | ca. 1835
region: United States | Research method | Austria Vienna Europe / Austria / Vienna / Europe
source: Art Institute of Chicago API / https://www.artic.edu/artworks/7962 | browser-local-rag-lab method files / https://github.com/dpan538/browser-local-rag-lab | Cooper Hewitt Collection GraphQL API / https://collection.cooperhewitt.org/objects/18437221/",pending,pending,pending,
V33-HR-017,BQ081,current_object_explanation,false,Explain SURF-ER1830R011 using only source-linked evidence.,"record_id, title, date_text, region, source","record_id: SURF-ER1830R011
title: Use Getz cockroach and bed bug exterminators, sold by all druggists I sink I tan hit it.
date_text: [between 1870 and 1890]
region: Unresolved region
source: {""name"":""Library of Congress loc.gov API"",""url"":""https://www.loc.gov/pictures/item/2008677258/"",""access_date"":""2026-05-30""}","Based on these records, Getz cockroach and bed bug exterminators are sold by all druggists I sink I tan hit it.

EVIDENCE TAGS:
record_id: SURF-ER1830R011 | LAB-METHOD-CONTEXT-V0 | SURF-CHW2026R001
title: Use Getz cockroach and bed bug exterminators, sold by all druggists I sink I tan hit it. | Browser-local RAG lab method context | Die Thierwelt (The Animal Kinggom)
date_text: [between 1870 and 1890] | 2026-06-07 | ca. 1835
region: Unresolved region | Research method | Austria Vienna Europe / Austria / Vienna / Europe
source: Library of Congress loc.gov API / https://www.loc.gov/pictures/item/2008677258/ | browser-local-rag-lab method files / https://github.com/dpan538/browser-local-rag-lab | Cooper Hewitt Collection GraphQL API / https://collection.cooperhewitt.org/objects/18437221/",pending,pending,pending,
V33-HR-018,BQ082,current_object_explanation,false,Explain SURF-ER1830R017 using only source-linked evidence.,"record_id, title, date_text, region, source","record_id: SURF-ER1830R017
title: [Advertising card for play ""Deacon Crankett""]
date_text: [between 1880 and 1882]
region: Unresolved region
source: {""name"":""Library of Congress loc.gov API"",""url"":""https://www.loc.gov/pictures/item/2014646356/"",""access_date"":""2026-05-30""}","Based on these records, Record 1 is an Unresolved region.

EVIDENCE TAGS:
record_id: SURF-ER1830R017 | LAB-METHOD-CONTEXT-V0 | SURF-CHW2026R001
title: [Advertising card for play ""Deacon Crankett""] | Browser-local RAG lab method context | Die Thierwelt (The Animal Kinggom)
date_text: [between 1880 and 1882] | 2026-06-07 | ca. 1835
region: Unresolved region | Research method | Austria Vienna Europe / Austria / Vienna / Europe
source: Library of Congress loc.gov API / https://www.loc.gov/pictures/item/2014646356/ | browser-local-rag-lab method files / https://github.com/dpan538/browser-local-rag-lab | Cooper Hewitt Collection GraphQL API / https://collection.cooperhewitt.org/objects/18437221/",pending,pending,pending,
V33-HR-019,BQ104,comparison,false,Compare SURF-CGS2026R0681 and SURF-CGS2026R0910 as graphic communication evidence.,"record_id, title, source","record_id: SURF-CGS2026R0681 ; SURF-CGS2026R0910
title: Diego Portales-D S No 20.JPG ; Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg
source: {""name"":""Wikimedia Commons file source / Diego Portales-D S No 20.JPG / page 7016695"",""url"":""https://commons.wikimedia.org/wiki/File:Diego_Portales-D_S_No_20.JPG"",""access_date"":""2026-06-06""} ; {""name"":""Wikimedia Commons file source / Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg / page 100419033"",""url"":""https://commons.wikimedia.org/wiki/File:Republic_of_Rio_Grande._And_Friend_of_the_People._(Brownsville,_Tex.),_Vol._1,_No._4,_Ed._1_Tuesday,_June_16,_1846_-_DPLA_-_9546c5d7758eb3aa72d3bb309e23827c_(page_2).jpg"",""access_date"":""2026-06-06""}","Based on these records, Diego Portales-D S No 20. JPG (1837) and Republic of Rio Grande. And Friend of the People. (Brownsville, Tex. ), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2). jpg (1846) are graphic communication evidence.

EVIDENCE TAGS:
record_id: SURF-CGS2026R0681 | SURF-CGS2026R0910
title: Diego Portales-D S No 20.JPG | Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg
source: Wikimedia Commons file source / Diego Portales-D S No 20.JPG / page 7016695 / https://commons.wikimedia.org/wiki/File:Diego_Portales-D_S_No_20.JPG | Wikimedia Commons file source / Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg / page 100419033 / https://commons.wikimedia.org/wiki/File:Republic_of_Rio_Grande._And_Friend_of_the_People._(Brownsville,_Tex.),_Vol._1,_No._4,_Ed._1_Tuesday,_June_16,_1846_-_DPLA_-_9546c5d7758eb3aa72d3bb309e23827c...",pending,pending,pending,
V33-HR-020,BQ106,comparison,false,Compare SURF-CGS2026R0030 and SURF-CRG2026R0027 as graphic communication evidence.,"record_id, title, source","record_id: SURF-CGS2026R0030 ; SURF-CRG2026R0027
title: Stamp commemorating the centenary of the birth of José Manuel Estrada.jpg ; HQ. FEAF, TOKYO-Col. John K. Arnold Jr. (right), Montgomery, Ala., is escorted by Col. Herbert R. Volin, Tokyo Air... - NARA - 542291.tif
source: {""name"":""Wikimedia Commons file source / Stamp commemorating the centenary of the birth of José Manuel Estrada.jpg / page 30060076"",""url"":""https://commons.wikimedia.org/wiki/File:Stamp_commemorating_the_centenary_of_the_birth_of_Jos%C3%A9_Manuel_Estrada.jpg"",""access_date"":""2026-06-06""} ; {""name"":""Wikimedia Commons file source / HQ. FEAF, TOKYO-Col. John K. Arnold Jr. (right), Montgomery, Ala., is escorted by Col. Herbert R. Volin, Tokyo Air... - NARA - 542291.tif / page 16525059"",""url"":""https://commons.wikimedia.org/wiki/File:HQ._FEAF,_TOKYO-Col._John_K._Arnold_Jr._(right),_Montgomery,_Ala.,_is_escorted_by_Col._Herbert_R._Volin,_Tokyo_Air..._-_NARA_-_542291.tif"",""access_date"":""2026-06-06""}","Based on these records, SURF-CGS2026R0030 is a 1842 stamp commemorating the centenary of José Manuel Estrada, while SURF-CRG2026R0027 is a 1863 image of HQ. FEAF, TOKYO-Col. John K. Arnold Jr. (right), Montgomery, Ala. , is escorted by Col. Herbert R. Volin, Tokyo Air. - NARA - 542291. tif | 1863 | East Asia / China.

EVIDENCE TAGS:
record_id: SURF-CGS2026R0030 | SURF-CRG2026R0027
title: Stamp commemorating the centenary of the birth of José Manuel Estrada.jpg | HQ. FEAF, TOKYO-Col. John K. Arnold Jr. (right), Montgomery, Ala., is escorted by Col. Herbert R. Volin, Tokyo Air... - NARA - 542291.tif
source: Wikimedia Commons file source / Stamp commemorating the centenary of the birth of José Manuel Estrada.jpg / page 30060076 / https://commons.wikimedia.org/wiki/File:Stamp_commemorating_the_centenary_of_the_birth_of_Jos%C3%A9_Manuel_Estrada.jpg | Wikimedia Commons file source / HQ. FEAF, TOKYO-Col. John K. Arnold Jr. (right), Montgomery, Ala., is escorted by Col. Herbert R. Volin, Tokyo Air... - NARA - 542291.tif / page 16525059 / https://commons.wikimedia.org/wiki/File:HQ._FEAF,_TOKYO-Col._John_K._Arnold_Jr._(right),_Montgomery,_Ala.,_is_escorted_by_Col._Herbert_R._Volin,_Tokyo_Air..._-_NARA_-_542291.tif",pending,pending,pending,
V33-HR-021,BQ110,comparison,false,Compare SURF-CGS2026R0909 and SURF-CRG2026R0100 as graphic communication evidence.,"record_id, title, source","record_id: SURF-CGS2026R0909 ; SURF-CRG2026R0100
title: Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 2, Ed. 1 Saturday, June 6, 1846 - DPLA - d5d3c61ba6ef077f73cf4057ea8fb601 (page 1).jpg ; HYMNES et PAVILLONS DʼINDOCHINE 1941 Leaders flags anthems of French Indochina WW2 Vichy France 50 LUANG-PRABANG Le Patriote Lao Hymne national Laotien Thong Dy 01 - IDEO. Hanoi Unidentified author designer No know copyright restrict.jpg
source: {""name"":""Wikimedia Commons file source / Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 2, Ed. 1 Saturday, June 6, 1846 - DPLA - d5d3c61ba6ef077f73cf4057ea8fb601 (page 1).jpg / page 101008536"",""url"":""https://commons.wikimedia.org/wiki/File:Republic_of_Rio_Grande._And_Friend_of_the_People._(Brownsville,_Tex.),_Vol._1,_No._2,_Ed._1_Saturday,_June_6,_1846_-_DPLA_-_d5d3c61ba6ef077f73cf4057ea8fb601_(page_1).jpg"",""access_date"":""2026-06-06""} ; {""name"":""Wikimedia Commons file source / HYMNES et PAVILLONS DʼINDOCHINE 1941 Leaders flags anthems of French Indochina WW2 Vichy France 50 LUANG-PRABANG Le Patriote Lao Hymne national Laotien Thong Dy 01 - IDEO. Hanoi..."",""url"":""https://commons.wikimedia.org/wiki/File:HYMNES_et_PAVILLONS_D%CA%BCINDOCHINE_1941_Leaders_flags_anthems_of_French_Indochina_WW2_Vichy_France_50_LUANG-PRABANG_Le_Patriote_Lao_Hymne_national_Laotien_Thong_Dy_01_-_IDEO._Hanoi_Unidentified_author_designer_No_know_copyright_restrict.jpg"",""access_date"":""2026-06-06""}","Based on these records, SURF-CGS2026R0909 is a 1846 publication from Brazil, while SURF-CRG2026R0100 is a 1885 publication from Vietnam.

EVIDENCE TAGS:
record_id: SURF-CGS2026R0909 | SURF-CRG2026R0100
title: Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 2, Ed. 1 Saturday, June 6, 1846 - DPLA - d5d3c61ba6ef077f73cf4057ea8fb601 (page 1).jpg | HYMNES et PAVILLONS DʼINDOCHINE 1941 Leaders flags anthems of French Indochina WW2 Vichy France 50 LUANG-PRABANG Le Patriote Lao Hymne national Laotien Thong Dy 01 - IDEO. Hanoi Unidentified author designer No know copyright restrict.jpg
source: Wikimedia Commons file source / Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 2, Ed. 1 Saturday, June 6, 1846 - DPLA - d5d3c61ba6ef077f73cf4057ea8fb601 (page 1).jpg / page 101008536 / https://commons.wikimedia.org/wiki/File:Republic_of_Rio_Grande._And_Friend_of_the_People._(Brownsville,_Tex.),_Vol._1,_No._2,_Ed._1_Saturday,_June_6,_1846_-_DPLA_-_d5d3c61ba6ef077f73cf4057ea8fb601... | Wikimedia Commons file source / HYMNES et PAVILLONS DʼINDOCHINE 1941 Leaders flags anthems of French Indochina WW2 Vichy France 50 LUANG-PRABANG Le Patriote Lao Hymne national Laotien Thong Dy 01 - IDEO. Hanoi... / https://commons.wikimedia.org/wiki/File:HYMNES_et_PAVILLONS_D%CA%BCINDOCHINE_1941_Leaders_flags_anthems_of_French_Indochina_WW2_Vichy_France_50_LUANG-PRABANG_Le_Patriote_Lao_Hymne_national_Laotien_Thong...",pending,pending,pending,
V33-HR-022,BQ113,comparison,false,Compare SURF-CRG2026R0027 and SURF-ER1830R059 as graphic communication evidence.,"record_id, title, source","record_id: SURF-CRG2026R0027 ; SURF-ER1830R059
title: HQ. FEAF, TOKYO-Col. John K. Arnold Jr. (right), Montgomery, Ala., is escorted by Col. Herbert R. Volin, Tokyo Air... - NARA - 542291.tif ; Sculptress
source: {""name"":""Wikimedia Commons file source / HQ. FEAF, TOKYO-Col. John K. Arnold Jr. (right), Montgomery, Ala., is escorted by Col. Herbert R. Volin, Tokyo Air... - NARA - 542291.tif / page 16525059"",""url"":""https://commons.wikimedia.org/wiki/File:HQ._FEAF,_TOKYO-Col._John_K._Arnold_Jr._(right),_Montgomery,_Ala.,_is_escorted_by_Col._Herbert_R._Volin,_Tokyo_Air..._-_NARA_-_542291.tif"",""access_date"":""2026-06-06""} ; {""name"":""Cleveland Museum Open Access API"",""url"":""https://clevelandart.org/art/1986.136"",""access_date"":""2026-05-30""}","Based on these records, SURF-CRG2026R0027 is a Japanese military aerial reconnaissance image while SURF-ER1830R059 is a 19th-century French sculptress portrait.

EVIDENCE TAGS:
record_id: SURF-CRG2026R0027 | SURF-ER1830R059
title: HQ. FEAF, TOKYO-Col. John K. Arnold Jr. (right), Montgomery, Ala., is escorted by Col. Herbert R. Volin, Tokyo Air... - NARA - 542291.tif | Sculptress
source: Wikimedia Commons file source / HQ. FEAF, TOKYO-Col. John K. Arnold Jr. (right), Montgomery, Ala., is escorted by Col. Herbert R. Volin, Tokyo Air... - NARA - 542291.tif / page 16525059 / https://commons.wikimedia.org/wiki/File:HQ._FEAF,_TOKYO-Col._John_K._Arnold_Jr._(right),_Montgomery,_Ala.,_is_escorted_by_Col._Herbert_R._Volin,_Tokyo_Air..._-_NARA_-_542291.tif | Cleveland Museum Open Access API / https://clevelandart.org/art/1986.136",pending,pending,pending,
V33-HR-023,BQ115,comparison,false,Compare SURF-CRG2026R0032 and SURF-ER1830R052 as graphic communication evidence.,"record_id, title, source","record_id: SURF-CRG2026R0032 ; SURF-ER1830R052
title: East India postage Queen Victoria stamp used in Zanzibar- Two annas orange, 1865.jpg ; The Modern Poster
source: {""name"":""Wikimedia Commons file source / East India postage Queen Victoria stamp used in Zanzibar- Two annas orange, 1865.jpg / page 63346339"",""url"":""https://commons.wikimedia.org/wiki/File:East_India_postage_Queen_Victoria_stamp_used_in_Zanzibar-_Two_annas_orange,_1865.jpg"",""access_date"":""2026-06-06""} ; {""name"":""Art Institute of Chicago API"",""url"":""https://www.artic.edu/artworks/55093"",""access_date"":""2026-05-30""}","Based on these records, the 1865 Zanzibar stamp is a South Asian currency, while the 1895 US Modern Poster is a US currency.

EVIDENCE TAGS:
record_id: SURF-CRG2026R0032 | SURF-ER1830R052
title: East India postage Queen Victoria stamp used in Zanzibar- Two annas orange, 1865.jpg | The Modern Poster
source: Wikimedia Commons file source / East India postage Queen Victoria stamp used in Zanzibar- Two annas orange, 1865.jpg / page 63346339 / https://commons.wikimedia.org/wiki/File:East_India_postage_Queen_Victoria_stamp_used_in_Zanzibar-_Two_annas_orange,_1865.jpg | Art Institute of Chicago API / https://www.artic.edu/artworks/55093",pending,pending,pending,
V33-HR-024,BQ118,comparison,false,Compare SURF-ER1830R046 and SURF-ER1830R066 as graphic communication evidence.,"record_id, title, source","record_id: SURF-ER1830R046 ; SURF-ER1830R066
title: Aristide Bruant ; Buy a Little Present for the Kaiser
source: {""name"":""Art Institute of Chicago API"",""url"":""https://www.artic.edu/artworks/13598"",""access_date"":""2026-05-30""} ; {""name"":""Art Institute of Chicago API"",""url"":""https://www.artic.edu/artworks/7962"",""access_date"":""2026-05-30""}","Based on these records, SURF-ER1830R066 is a superior graphic communication evidence as it provides more detailed and specific visual data compared to SURF-ER1830R046.

EVIDENCE TAGS:
record_id: SURF-ER1830R046 | SURF-ER1830R066
title: Aristide Bruant | Buy a Little Present for the Kaiser
source: Art Institute of Chicago API / https://www.artic.edu/artworks/13598 | Art Institute of Chicago API / https://www.artic.edu/artworks/7962",pending,pending,pending,
V33-HR-025,BQ129,region_period_recommendation,false,Recommend a research route through Global / release gate expansion and nearby period evidence.,"record_id, title, date_text, region, source","record_id: SURF-CRG2026R0050 ; SURF-CRG2026R0051
title: The Soviet Union 1970 CPA 3849 stamp (With Lenin (After Vladimir Serov)).jpg ; The Soviet Union 1970 CPA 3854 stamp (Fedot Sychkov and Painting Sledding from Hills).jpg
date_text: 1870
region: Global / release gate expansion
source: {""name"":""Wikimedia Commons file source / The Soviet Union 1970 CPA 3849 stamp (With Lenin (After Vladimir Serov)).jpg / page 39228667"",""url"":""https://commons.wikimedia.org/wiki/File:The_Soviet_Union_1970_CPA_3849_stamp_(With_Lenin_(After_Vladimir_Serov)).jpg"",""access_date"":""2026-06-06""} ; {""name"":""Wikimedia Commons file source / The Soviet Union 1970 CPA 3854 stamp (Fedot Sychkov and Painting Sledding from Hills).jpg / page 39286166"",""url"":""https://commons.wikimedia.org/wiki/File:The_Soviet_Union_1970_CPA_3854_stamp_(Fedot_Sychkov_and_Painting_Sledding_from_Hills).jpg"",""access_date"":""2026-06-06""}","Based on these records, the 1870 Global/Release gate expansion records suggest the region is a historical period of global expansion, while the 1830 France record indicates a specific local context. The 1870 records suggest the region is a historical period of global expansion, while the 1830 France record indicates a specific local context.

EVIDENCE TAGS:
record_id: SURF-CRG2026R0050 | SURF-CRG2026R0051 | SURF-GAX1970R001
title: The Soviet Union 1970 CPA 3849 stamp (With Lenin (After Vladimir Serov)).jpg | The Soviet Union 1970 CPA 3854 stamp (Fedot Sychkov and Painting Sledding from Hills).jpg | Monsieur, vous avez réclamé votre inscription...
date_text: 1870 | 1830
region: Global / release gate expansion | France
source: Wikimedia Commons file source / The Soviet Union 1970 CPA 3849 stamp (With Lenin (After Vladimir Serov)).jpg / page 39228667 / https://commons.wikimedia.org/wiki/File:The_Soviet_Union_1970_CPA_3849_stamp_(With_Lenin_(After_Vladimir_Serov)).jpg | Wikimedia Commons file source / The Soviet Union 1970 CPA 3854 stamp (Fedot Sychkov and Painting Sledding from Hills).jpg / page 39286166 / https://commons.wikimedia.org/wiki/File:The_Soviet_Union_1970_CPA_3854_stamp_(Fedot_Sychkov_and_Painting_Sledding_from_Hills).jpg | Gallica / BnF APIs / https://gallica.bnf.fr/ark:/12148/bpt6k5456008h",pending,pending,pending,
V33-HR-026,BQ131,region_period_recommendation,false,Recommend a research route through Global / release gate expansion and nearby period evidence.,"record_id, title, date_text, region, source","record_id: SURF-CRG2026R0052 ; SURF-CRG2026R0071
title: The Soviet Union 1970 CPA 3886 sheet with 16 labels (Lenin, 1920 with 16 labels 'Leader of the world proletariat').png ; The Soviet Union 1977 CPA 4695 stamp (Birth centenary of Felix Dzerzhinsky, 'Iron Felix', Bolshevik revolutionary and official, led Cheka and OGPU).png
date_text: 1870 ; 1877
region: Global / release gate expansion
source: {""name"":""Wikimedia Commons file source / The Soviet Union 1970 CPA 3886 sheet with 16 labels (Lenin, 1920 with 16 labels 'Leader of the world proletariat').png / page 39554690"",""url"":""https://commons.wikimedia.org/wiki/File:The_Soviet_Union_1970_CPA_3886_sheet_with_16_labels_(Lenin,_1920_with_16_labels_%27Leader_of_the_world_proletariat%27).png"",""access_date"":""2026-06-06""} ; {""name"":""Wikimedia Commons file source / The Soviet Union 1977 CPA 4695 stamp (Birth centenary of Felix Dzerzhinsky, 'Iron Felix', Bolshevik revolutionary and official, led Cheka and OGPU).png / page 102829467"",""url"":""https://commons.wikimedia.org/wiki/File:The_Soviet_Union_1977_CPA_4695_stamp_(Birth_centenary_of_Felix_Dzerzhinsky,_%27Iron_Felix%27,_Bolshevik_revolutionary_and_official,_led_Cheka_and_OGPU).png"",""access_date"":""2026-06-06""}","Based on these records, use The Soviet Union 1970 CPA 3886 sheet with 16 labels (Lenin, 1920 with 16 labels 'Leader of the world proletariat'). png; The Soviet Union 1977 CPA 4695 stamp (Birth centenary of Felix Dzerzhinsky, 'Iron Felix', Bolshevik revolutionary and official, led Cheka. and related records as a source-backed route through Global / release gate expansion; France around 1870; 1877 and related records.

EVIDENCE TAGS:
record_id: SURF-CRG2026R0052 | SURF-CRG2026R0071 | SURF-GAX1970R001
title: The Soviet Union 1970 CPA 3886 sheet with 16 labels (Lenin, 1920 with 16 labels 'Leader of the world proletariat').png | The Soviet Union 1977 CPA 4695 stamp (Birth centenary of Felix Dzerzhinsky, 'Iron Felix', Bolshevik revolutionary and official, led Cheka and OGPU).png | Monsieur, vous avez réclamé votre inscription...
date_text: 1870 | 1877 | 1830
region: Global / release gate expansion | France
source: Wikimedia Commons file source / The Soviet Union 1970 CPA 3886 sheet with 16 labels (Lenin, 1920 with 16 labels 'Leader of the world proletariat').png / page 39554690 / https://commons.wikimedia.org/wiki/File:The_Soviet_Union_1970_CPA_3886_sheet_with_16_labels_(Lenin,_1920_with_16_labels_%27Leader_of_the_world_proletariat%27).png | Wikimedia Commons file source / The Soviet Union 1977 CPA 4695 stamp (Birth centenary of Felix Dzerzhinsky, 'Iron Felix', Bolshevik revolutionary and official, led Cheka and OGPU).png / page 102829467 / https://commons.wikimedia.org/wiki/File:The_Soviet_Union_1977_CPA_4695_stamp_(Birth_centenary_of_Felix_Dzerzhinsky,_%27Iron_Felix%27,_Bolshevik_revolutionary_and_official,_led_Cheka_and_OGPU).png | Gallica / BnF APIs / https://gallica.bnf.fr/ark:/12148/bpt6k5456008h",pending,pending,pending,
V33-HR-027,BQ140,region_period_recommendation,false,Recommend a research route through Global / release gate expansion and nearby period evidence.,"record_id, title, date_text, region, source","record_id: SURF-CRG2026R0004 ; SURF-CRG2026R0005
title: The Town Hall, Market Place, Tamworth - geograph.org.uk - 1741283.jpg ; The authentic and genuine history of the signing of the Treaty of Waitangi, New Zealand, February 5 and 6, 1840 - Cover.jpg
date_text: 1834 ; 1840
region: Global / release gate expansion
source: {""name"":""Wikimedia Commons file source / The Town Hall, Market Place, Tamworth - geograph.org.uk - 1741283.jpg / page 14476689"",""url"":""https://commons.wikimedia.org/wiki/File:The_Town_Hall,_Market_Place,_Tamworth_-_geograph.org.uk_-_1741283.jpg"",""access_date"":""2026-06-06""} ; {""name"":""Wikimedia Commons file source / The authentic and genuine history of the signing of the Treaty of Waitangi, New Zealand, February 5 and 6, 1840 - Cover.jpg / page 152593751"",""url"":""https://commons.wikimedia.org/wiki/File:The_authentic_and_genuine_history_of_the_signing_of_the_Treaty_of_Waitangi,_New_Zealand,_February_5_and_6,_1840_-_Cover.jpg"",""access_date"":""2026-06-06""}","Based on these records, The Town Hall, Market Place, Tamworth - geograph. org. uk - 1741283. jpg | 1834 | Global / release gate expansion is the primary source for the region's history. The Treaty of Waitangi, New Zealand, February 5 and 6, 1840 - Cover. jpg | 1840 | Global / release gate expansion provides the official historical context for the signing of the agreement. Monsieur, vous avez réclamé votre inscription. | 1830 | France | France is the primary source for the region's political history.

EVIDENCE TAGS:
record_id: SURF-CRG2026R0004 | SURF-CRG2026R0005 | SURF-GAX1970R001
title: The Town Hall, Market Place, Tamworth - geograph.org.uk - 1741283.jpg | The authentic and genuine history of the signing of the Treaty of Waitangi, New Zealand, February 5 and 6, 1840 - Cover.jpg | Monsieur, vous avez réclamé votre inscription...
date_text: 1834 | 1840 | 1830
region: Global / release gate expansion | France
source: Wikimedia Commons file source / The Town Hall, Market Place, Tamworth - geograph.org.uk - 1741283.jpg / page 14476689 / https://commons.wikimedia.org/wiki/File:The_Town_Hall,_Market_Place,_Tamworth_-_geograph.org.uk_-_1741283.jpg | Wikimedia Commons file source / The authentic and genuine history of the signing of the Treaty of Waitangi, New Zealand, February 5 and 6, 1840 - Cover.jpg / page 152593751 / https://commons.wikimedia.org/wiki/File:The_authentic_and_genuine_history_of_the_signing_of_the_Treaty_of_Waitangi,_New_Zealand,_February_5_and_6,_1840_-_Cover.jpg | Gallica / BnF APIs / https://gallica.bnf.fr/ark:/12148/bpt6k5456008h",pending,pending,pending,
V33-HR-028,BQ161,more_context,false,What related context should I inspect around SURF-ER1830R019?,"record_id, title, date_text, region, source, topology","record_id: SURF-ER1830R019 ; SURF-ER1830R004
title: [Santa with toys in a sleigh, drawn by reindeer, with a church on the right and another in the distance] ; [Trade card for McKay Iron and Locomotive Works and an Arkansas railroad]
date_text: [between 1880 and 1890] ; [between 1863 and 1868]
region: Unresolved region
source: {""name"":""Library of Congress loc.gov API"",""url"":""https://www.loc.gov/pictures/item/2015651615/"",""access_date"":""2026-05-30""} ; {""name"":""Library of Congress loc.gov API"",""url"":""https://www.loc.gov/pictures/item/2010646699/"",""access_date"":""2026-05-30""}
topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""Midcentury modern graphic communication"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""support_packet_appendix_text"",""folder_titles"":[""Unresolved region"",""Midcentury modern graphic communication"",""Trade card""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, use the primary record with its related source-linked records for context; treat the evidence tags as authoritative.

EVIDENCE TAGS:
record_id: SURF-ER1830R019 | SURF-ER1830R004 | SURF-ER1830R017
title: [Santa with toys in a sleigh, drawn by reindeer, with a church on the right and another in the distance] | [Trade card for McKay Iron and Locomotive Works and an Arkansas railroad] | [Advertising card for play ""Deacon Crankett""]
date_text: [between 1880 and 1890] | [between 1863 and 1868] | [between 1880 and 1882]
region: Unresolved region
source: Library of Congress loc.gov API / https://www.loc.gov/pictures/item/2015651615/ | Library of Congress loc.gov API / https://www.loc.gov/pictures/item/2010646699/ | Library of Congress loc.gov API / https://www.loc.gov/pictures/item/2014646356/
topology: sheet / main_sheet / Unresolved region / Midcentury modern graphic communication / Graphic design object record | sheet / support_packet_appendix_text / Unresolved region / Midcentury modern graphic communication / Trade card | sheet / support_packet_appendix_text / Unresolved region / Midcentury modern graphic communication / Lithographic print",pending,pending,pending,
