query_id,intent,gold_lane,variant_id,top_k,candidate_count,retrieval_ms,prompt_tokens_est,gold_evidence_ids,retrieved_ids,sufficient_context,refusal_expected,refusal_gate_available,empty_retrieval_correct,evidence_covered,required_fields_present,sufficient_packet,review_state
"BQ05","current_object_explanation","fast_answer","top3_compressed_topology_source_rights","3","3","1.291","1049","SURF-GAX1970R001","SURF-GAX1970R001|SURF-CRG2026R0001|SURF-ER1830R001-GROUP","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ05","current_object_explanation","fast_answer","top8_compressed_topology_source_rights","8","8","1.532","2784","SURF-GAX1970R001","SURF-GAX1970R001|SURF-CRG2026R0001|SURF-ER1830R001-GROUP|SURF-CHW2026R001|SURF-SI1970R001|SURF-CRG2026R0002|SURF-GAX1970R002|SURF-GA1970R001","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ05","current_object_explanation","fast_answer","top3_raw_topology_source_rights","3","3","1.203","1184","SURF-GAX1970R001","SURF-GAX1970R001|SURF-CRG2026R0001|SURF-ER1830R001-GROUP","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ05","current_object_explanation","fast_answer","top3_compressed_no_topology_source_rights","3","3","0.681","872","SURF-GAX1970R001","SURF-GAX1970R001|SURF-CRG2026R0001|SURF-ER1830R001-GROUP","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ05","current_object_explanation","fast_answer","top3_compressed_topology_no_source_rights","3","3","0.634","643","SURF-GAX1970R001","SURF-GAX1970R001|SURF-CRG2026R0001|SURF-ER1830R001-GROUP","true","false","false","true","true","false","false","seed_auto_needs_human_review"
"BQ06","current_object_explanation","fast_answer","top1_compressed_topology_source_rights","1","1","1.546","290","SURF-GAX1970R001","SURF-GAX1970R001","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ06","current_object_explanation","fast_answer","top3_compressed_topology_source_rights","3","3","4.731","906","SURF-GAX1970R001","SURF-GAX1970R001|LAB-METHOD-CONTEXT-V0|SURF-ER1830R001-GROUP","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ06","current_object_explanation","fast_answer","top8_compressed_topology_source_rights","8","8","1.692","2983","SURF-GAX1970R001","SURF-GAX1970R001|LAB-METHOD-CONTEXT-V0|SURF-ER1830R001-GROUP|SURF-CRG2026R0003|SURF-GAX1970R005|SURF-CGS2026R0328|SURF-CGS2026R0030|SURF-CGS2026R0908","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ06","current_object_explanation","fast_answer","top3_raw_topology_source_rights","3","3","1.538","1088","SURF-GAX1970R001","SURF-GAX1970R001|LAB-METHOD-CONTEXT-V0|SURF-ER1830R001-GROUP","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ06","current_object_explanation","fast_answer","top3_compressed_no_topology_source_rights","3","3","4.587","749","SURF-GAX1970R001","SURF-GAX1970R001|LAB-METHOD-CONTEXT-V0|SURF-ER1830R001-GROUP","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ06","current_object_explanation","fast_answer","top3_compressed_topology_no_source_rights","3","3","1.617","530","SURF-GAX1970R001","SURF-GAX1970R001|LAB-METHOD-CONTEXT-V0|SURF-ER1830R001-GROUP","true","false","false","true","true","false","false","seed_auto_needs_human_review"
"BQ07","current_object_explanation","fast_answer","top1_compressed_topology_source_rights","1","1","1.565","290","SURF-GAX1970R001","SURF-GAX1970R001","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ07","current_object_explanation","fast_answer","top3_compressed_topology_source_rights","3","3","1.647","1113","SURF-GAX1970R001","SURF-GAX1970R001|SURF-CRG2026R0001|SURF-CHW2026R001","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ07","current_object_explanation","fast_answer","top8_compressed_topology_source_rights","8","8","0.983","3156","SURF-GAX1970R001","SURF-GAX1970R001|SURF-CRG2026R0001|SURF-CHW2026R001|SURF-CRG2026R0002|SURF-GAX1970R002|SURF-CRG2026R0003|SURF-CRG2026R0004|SURF-CGS2026R0681","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ07","current_object_explanation","fast_answer","top3_raw_topology_source_rights","3","3","0.54","1339","SURF-GAX1970R001","SURF-GAX1970R001|SURF-CRG2026R0001|SURF-CHW2026R001","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ07","current_object_explanation","fast_answer","top3_compressed_no_topology_source_rights","3","3","0.449","934","SURF-GAX1970R001","SURF-GAX1970R001|SURF-CRG2026R0001|SURF-CHW2026R001","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ07","current_object_explanation","fast_answer","top3_compressed_topology_no_source_rights","3","3","1.174","691","SURF-GAX1970R001","SURF-GAX1970R001|SURF-CRG2026R0001|SURF-CHW2026R001","true","false","false","true","true","false","false","seed_auto_needs_human_review"
"BQ08","source_rights_question","source_rights","top1_compressed_topology_source_rights","1","1","2.587","290","SURF-GAX1970R001","SURF-GAX1970R001","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ08","source_rights_question","source_rights","top3_compressed_topology_source_rights","3","3","1.44","1051","SURF-GAX1970R001","SURF-GAX1970R001|SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES|SURF-ER1830R015","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ08","source_rights_question","source_rights","top8_compressed_topology_source_rights","8","8","0.839","2676","SURF-GAX1970R001","SURF-GAX1970R001|SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES|SURF-ER1830R015|SURF-ER1830R065|SURF-ER1830R066|SURF-ER1830R001-GROUP|SURF-CHW2026R001|SURF-SI1970R001","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ08","source_rights_question","source_rights","top3_raw_topology_source_rights","3","3","1.932","1340","SURF-GAX1970R001","SURF-GAX1970R001|SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES|SURF-ER1830R015","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ08","source_rights_question","source_rights","top3_compressed_no_topology_source_rights","3","3","1.886","863","SURF-GAX1970R001","SURF-GAX1970R001|SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES|SURF-ER1830R015","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ08","source_rights_question","source_rights","top3_compressed_topology_no_source_rights","3","3","2.515","667","SURF-GAX1970R001","SURF-GAX1970R001|SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES|SURF-ER1830R015","true","false","false","true","true","false","false","seed_auto_needs_human_review"
"BQ09","first_earliest_claim","refusal_more_context","top1_compressed_topology_source_rights","1","1","2.057","331","","SURF-ER1830R052","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ09","first_earliest_claim","refusal_more_context","top3_compressed_topology_source_rights","3","3","0.77","1211","","SURF-ER1830R052|SURF-CRG2026R0100|SURF-ER1830R001-GROUP","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ09","first_earliest_claim","refusal_more_context","top8_compressed_topology_source_rights","8","8","1.173","3128","","SURF-ER1830R052|SURF-CRG2026R0100|SURF-ER1830R001-GROUP|SURF-CGS2026R0328|SURF-CRG2026R0031|SURF-CRG2026R0071|SURF-ER1830R046|SURF-GAX1970R001","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ09","first_earliest_claim","refusal_more_context","top3_raw_topology_source_rights","3","3","1.581","1300","","SURF-ER1830R052|SURF-CRG2026R0100|SURF-ER1830R001-GROUP","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ09","first_earliest_claim","refusal_more_context","top3_compressed_no_topology_source_rights","3","3","1.402","1031","","SURF-ER1830R052|SURF-CRG2026R0100|SURF-ER1830R001-GROUP","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ09","first_earliest_claim","refusal_more_context","top3_compressed_topology_no_source_rights","3","3","0.799","728","","SURF-ER1830R052|SURF-CRG2026R0100|SURF-ER1830R001-GROUP","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ10","first_earliest_claim","refusal_more_context","top1_compressed_topology_source_rights","1","1","0.83","284","","SURF-ER1830R001-GROUP","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ10","first_earliest_claim","refusal_more_context","top3_compressed_topology_source_rights","3","3","1.409","964","","SURF-ER1830R001-GROUP|SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES|SURF-ER1830R011","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ10","first_earliest_claim","refusal_more_context","top8_compressed_topology_source_rights","8","8","1.917","2718","","SURF-ER1830R001-GROUP|SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES|SURF-ER1830R011|SURF-ER1830R019|SURF-COM1970R007|SURF-ER1830R059|SURF-CRG2026R0235|SURF-GAX1970R001","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ10","first_earliest_claim","refusal_more_context","top3_raw_topology_source_rights","3","3","2.363","1206","","SURF-ER1830R001-GROUP|SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES|SURF-ER1830R011","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ10","first_earliest_claim","refusal_more_context","top3_compressed_no_topology_source_rights","3","3","1.81","775","","SURF-ER1830R001-GROUP|SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES|SURF-ER1830R011","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ10","first_earliest_claim","refusal_more_context","top3_compressed_topology_no_source_rights","3","3","1.289","574","","SURF-ER1830R001-GROUP|SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES|SURF-ER1830R011","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ11","first_earliest_claim","refusal_more_context","top1_compressed_topology_source_rights","1","1","1.256","404","","SURF-COM1970R007","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ11","first_earliest_claim","refusal_more_context","top3_compressed_topology_source_rights","3","3","1.676","1366","","SURF-COM1970R007|SURF-GA1970R001|SURF-CRG2026R0100","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ11","first_earliest_claim","refusal_more_context","top8_compressed_topology_source_rights","8","8","1.805","3360","","SURF-COM1970R007|SURF-GA1970R001|SURF-CRG2026R0100|SURF-ER1830R001-GROUP|SURF-CRG2026R0002|SURF-CRG2026R0006|SURF-CRG2026R0020|SURF-CRG2026R0071","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ11","first_earliest_claim","refusal_more_context","top3_raw_topology_source_rights","3","3","1.563","1509","","SURF-COM1970R007|SURF-GA1970R001|SURF-CRG2026R0100","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ11","first_earliest_claim","refusal_more_context","top3_compressed_no_topology_source_rights","3","3","2.208","1194","","SURF-COM1970R007|SURF-GA1970R001|SURF-CRG2026R0100","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ11","first_earliest_claim","refusal_more_context","top3_compressed_topology_no_source_rights","3","3","1.271","871","","SURF-COM1970R007|SURF-GA1970R001|SURF-CRG2026R0100","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ12","comparison","research_answer","top1_compressed_topology_source_rights","1","1","0.34","404","SURF-COM1970R007|SURF-CRG2026R0235","SURF-COM1970R007","true","false","false","true","false","true","false","seed_auto_needs_human_review"
"BQ12","comparison","research_answer","top3_compressed_topology_source_rights","3","2","0.052","791","SURF-COM1970R007|SURF-CRG2026R0235","SURF-COM1970R007|SURF-CRG2026R0235","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ12","comparison","research_answer","top8_compressed_topology_source_rights","8","2","0.017","791","SURF-COM1970R007|SURF-CRG2026R0235","SURF-COM1970R007|SURF-CRG2026R0235","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ12","comparison","research_answer","top3_raw_topology_source_rights","3","2","0.044","877","SURF-COM1970R007|SURF-CRG2026R0235","SURF-COM1970R007|SURF-CRG2026R0235","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ12","comparison","research_answer","top3_compressed_no_topology_source_rights","3","2","0.089","684","SURF-COM1970R007|SURF-CRG2026R0235","SURF-COM1970R007|SURF-CRG2026R0235","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ12","comparison","research_answer","top3_compressed_topology_no_source_rights","3","2","0.044","513","SURF-COM1970R007|SURF-CRG2026R0235","SURF-COM1970R007|SURF-CRG2026R0235","true","false","false","true","true","false","false","seed_auto_needs_human_review"
"BQ13","comparison","research_answer","top1_compressed_topology_source_rights","1","1","0.051","404","SURF-COM1970R007|SURF-CRG2026R0235","SURF-COM1970R007","true","false","false","true","false","true","false","seed_auto_needs_human_review"
"BQ13","comparison","research_answer","top3_compressed_topology_source_rights","3","2","0.051","791","SURF-COM1970R007|SURF-CRG2026R0235","SURF-COM1970R007|SURF-CRG2026R0235","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ13","comparison","research_answer","top8_compressed_topology_source_rights","8","2","0.092","791","SURF-COM1970R007|SURF-CRG2026R0235","SURF-COM1970R007|SURF-CRG2026R0235","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ13","comparison","research_answer","top3_raw_topology_source_rights","3","2","0.063","877","SURF-COM1970R007|SURF-CRG2026R0235","SURF-COM1970R007|SURF-CRG2026R0235","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ13","comparison","research_answer","top3_compressed_no_topology_source_rights","3","2","0.049","684","SURF-COM1970R007|SURF-CRG2026R0235","SURF-COM1970R007|SURF-CRG2026R0235","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ13","comparison","research_answer","top3_compressed_topology_no_source_rights","3","2","0.049","513","SURF-COM1970R007|SURF-CRG2026R0235","SURF-COM1970R007|SURF-CRG2026R0235","true","false","false","true","true","false","false","seed_auto_needs_human_review"
"BQ14","region_period_recommendation","research_answer","top1_compressed_topology_source_rights","1","1","0.305","290","SURF-GAX1970R001|SURF-GAX1970R002|SURF-GA1970R001","SURF-GAX1970R001","true","false","false","true","false","true","false","seed_auto_needs_human_review"
"BQ14","region_period_recommendation","research_answer","top3_compressed_topology_source_rights","3","3","0.087","945","SURF-GAX1970R001|SURF-GAX1970R002|SURF-GA1970R001","SURF-GAX1970R001|SURF-GAX1970R002|SURF-GA1970R001","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ14","region_period_recommendation","research_answer","top8_compressed_topology_source_rights","8","8","0.046","2881","SURF-GAX1970R001|SURF-GAX1970R002|SURF-GA1970R001","SURF-GAX1970R001|SURF-GAX1970R002|SURF-GA1970R001|SURF-GAX1970R003|SURF-GAX1970R004|SURF-GAX1970R005|SURF-CRG2026R0100|SURF-ER1830R046","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ14","region_period_recommendation","research_answer","top3_raw_topology_source_rights","3","3","0.045","1329","SURF-GAX1970R001|SURF-GAX1970R002|SURF-GA1970R001","SURF-GAX1970R001|SURF-GAX1970R002|SURF-GA1970R001","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ14","region_period_recommendation","research_answer","top3_compressed_no_topology_source_rights","3","3","0.044","768","SURF-GAX1970R001|SURF-GAX1970R002|SURF-GA1970R001","SURF-GAX1970R001|SURF-GAX1970R002|SURF-GA1970R001","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ14","region_period_recommendation","research_answer","top3_compressed_topology_no_source_rights","3","3","0.043","568","SURF-GAX1970R001|SURF-GAX1970R002|SURF-GA1970R001","SURF-GAX1970R001|SURF-GAX1970R002|SURF-GA1970R001","true","false","false","true","true","false","false","seed_auto_needs_human_review"
"BQ15","region_period_recommendation","refusal_more_context","top1_compressed_topology_source_rights","1","1","0.137","462","","SURF-CRG2026R0274","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ15","region_period_recommendation","refusal_more_context","top3_compressed_topology_source_rights","3","1","0.208","462","","SURF-CRG2026R0274","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ15","region_period_recommendation","refusal_more_context","top8_compressed_topology_source_rights","8","1","0.05","462","","SURF-CRG2026R0274","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ15","region_period_recommendation","refusal_more_context","top3_raw_topology_source_rights","3","1","0.042","440","","SURF-CRG2026R0274","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ15","region_period_recommendation","refusal_more_context","top3_compressed_no_topology_source_rights","3","1","0.118","406","","SURF-CRG2026R0274","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ15","region_period_recommendation","refusal_more_context","top3_compressed_topology_no_source_rights","3","1","0.056","321","","SURF-CRG2026R0274","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ16","region_period_recommendation","research_answer","top1_compressed_topology_source_rights","1","1","0.028","414","SURF-CGS2026R0681|SURF-CGS2026R0328|SURF-CGS2026R0030","SURF-CGS2026R0681","true","false","false","true","false","true","false","seed_auto_needs_human_review"
"BQ16","region_period_recommendation","research_answer","top3_compressed_topology_source_rights","3","3","0.021","1210","SURF-CGS2026R0681|SURF-CGS2026R0328|SURF-CGS2026R0030","SURF-CGS2026R0681|SURF-CGS2026R0328|SURF-CGS2026R0030","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ16","region_period_recommendation","research_answer","top8_compressed_topology_source_rights","8","8","0.02","3610","SURF-CGS2026R0681|SURF-CGS2026R0328|SURF-CGS2026R0030","SURF-CGS2026R0681|SURF-CGS2026R0328|SURF-CGS2026R0030|SURF-CGS2026R0908|SURF-CGS2026R0904|SURF-CGS2026R0031|SURF-CGS2026R0909|SURF-CGS2026R0910","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ16","region_period_recommendation","research_answer","top3_raw_topology_source_rights","3","3","0.023","1338","SURF-CGS2026R0681|SURF-CGS2026R0328|SURF-CGS2026R0030","SURF-CGS2026R0681|SURF-CGS2026R0328|SURF-CGS2026R0030","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ16","region_period_recommendation","research_answer","top3_compressed_no_topology_source_rights","3","3","0.027","1038","SURF-CGS2026R0681|SURF-CGS2026R0328|SURF-CGS2026R0030","SURF-CGS2026R0681|SURF-CGS2026R0328|SURF-CGS2026R0030","true","false","false","true","true","true","true","seed_auto_needs_human_review"
"BQ16","region_period_recommendation","research_answer","top3_compressed_topology_no_source_rights","3","3","0.024","773","SURF-CGS2026R0681|SURF-CGS2026R0328|SURF-CGS2026R0030","SURF-CGS2026R0681|SURF-CGS2026R0328|SURF-CGS2026R0030","true","false","false","true","true","false","false","seed_auto_needs_human_review"
"BQ17","region_period_recommendation","refusal_more_context","top1_compressed_topology_source_rights","1","0","0.035","1","","","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ17","region_period_recommendation","refusal_more_context","top3_compressed_topology_source_rights","3","0","0.031","1","","","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ17","region_period_recommendation","refusal_more_context","top8_compressed_topology_source_rights","8","0","0.029","1","","","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ17","region_period_recommendation","refusal_more_context","top3_raw_topology_source_rights","3","0","0.028","1","","","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ17","region_period_recommendation","refusal_more_context","top3_compressed_no_topology_source_rights","3","0","0.028","1","","","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ17","region_period_recommendation","refusal_more_context","top3_compressed_topology_no_source_rights","3","0","0.028","1","","","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ18","region_period_recommendation","refusal_more_context","top1_compressed_topology_source_rights","1","0","0.03","1","","","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ18","region_period_recommendation","refusal_more_context","top3_compressed_topology_source_rights","3","0","0.028","1","","","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ18","region_period_recommendation","refusal_more_context","top8_compressed_topology_source_rights","8","0","0.027","1","","","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ18","region_period_recommendation","refusal_more_context","top3_raw_topology_source_rights","3","0","0.027","1","","","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ18","region_period_recommendation","refusal_more_context","top3_compressed_no_topology_source_rights","3","0","0.025","1","","","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ18","region_period_recommendation","refusal_more_context","top3_compressed_topology_no_source_rights","3","0","0.027","1","","","false","true","true","true","true","true","true","seed_auto_needs_human_review"
"BQ19","source_rights_question","source_rights","top1_compressed_topology_source_rights","1","1","0.821","290","SURF-GAX1970R001","SURF-GAX1970R001","true","false","false","true","true","true","true","seed_auto_needs_human_review"
