query_id,intent,lane,candidate_count,prompt_tokens_est,output_tokens,ttft_ms,total_latency_ms,tokens_per_second,p003_generation_speed_low
BQ138,region_period_recommendation,research_answer,3,864,49,5094.699999809265,13147.39999961853,6.084915618508153,1
BQ139,region_period_recommendation,research_answer,3,918,84,5251.699999809265,13490.300000190735,10.195907071117736,0
BQ140,region_period_recommendation,research_answer,3,979,76,5452.5,13612.400000095367,9.313839630278773,0
BQ141,region_period_recommendation,research_answer,3,956,80,5577.199999809265,13948.599999904633,9.556346608582631,0
BQ142,region_period_recommendation,research_answer,3,732,95,4615.5,12561.900000095367,11.955099164258012,0
BQ143,region_period_recommendation,research_answer,3,753,83,4810.699999809265,12852.099999904633,10.321585793396133,0
BQ144,region_period_recommendation,research_answer,3,686,58,3150.4000000953674,8936.099999904633,10.02471611074063,0
BQ145,region_period_recommendation,research_answer,3,702,65,3130.199999809265,10391.599999904633,8.951441870596073,0
BQ146,region_period_recommendation,research_answer,3,663,76,2827.699999809265,8545.900000095367,13.29089573575556,0
BQ147,method_process_question,research_answer,1,459,110,1227.1999998092651,6417.199999809265,21.19460500963391,0
BQ148,method_process_question,research_answer,1,459,108,1307.4000000953674,6334.099999904633,21.485268666142396,0
BQ149,method_process_question,research_answer,1,459,104,1257,5886.200000286102,22.466084851285835,0
BQ150,method_process_question,research_answer,1,459,93,1250.5,5436.900000095367,22.21479075049719,0
BQ151,method_process_question,research_answer,1,459,105,1277.8999996185303,5926.299999713898,22.588417519543455,0
BQ152,method_process_question,research_answer,1,459,87,1232.9000000953674,5058.900000095367,22.739153162571878,0
BQ153,method_process_question,research_answer,1,459,89,1229,5342.099999904633,21.638180448339103,0
BQ154,method_process_question,research_answer,1,459,91,1243.1999998092651,5341.199999809265,22.20595412396291,0
BQ155,method_process_question,research_answer,1,459,94,1252.0999999046326,5504.200000286102,22.106723734523403,0
BQ156,method_process_question,research_answer,1,459,100,1244.4000000953674,6309.400000095367,19.743336623889437,0
BQ157,method_process_question,research_answer,1,459,94,1272.5999999046326,6307.599999904633,18.669314796425024,0
BQ158,method_process_question,research_answer,1,459,83,1246.2000002861023,5112.5,21.467552959196627,0
BQ159,method_process_question,research_answer,1,459,88,1258.4000000953674,5257.700000286102,22.00385067281852,0
BQ160,method_process_question,research_answer,1,459,103,1245.5,5954,21.875331846660295,0
BQ161,more_context,research_answer,3,1001,66,3688.5,9786.199999809265,10.823753218765185,0
BQ162,more_context,research_answer,3,919,45,3586.7999997138977,9366.599999904633,7.78573653041887,1
BQ163,more_context,research_answer,3,944,77,3372,9230.599999904633,13.143071723833922,0
BQ164,more_context,research_answer,3,887,61,3380.5,9339.299999713898,10.236960462329465,0
BQ165,more_context,research_answer,3,1050,56,4117.900000095367,10422.5,8.882403324691033,0
BQ166,more_context,research_answer,3,1282,46,5062.5,11694.599999904633,6.93596296808876,1
BQ167,more_context,research_answer,3,1258,39,5213.800000190735,12012.400000095367,5.736475156730367,1
BQ168,more_context,research_answer,3,883,69,3304.2999997138977,9227.900000095367,11.648321965621669,0
BQ169,more_context,research_answer,3,1072,82,4168.300000190735,10133.300000190735,13.74685666387259,0
BQ170,more_context,research_answer,3,876,53,3345.4000000953674,9311.300000190735,8.8838230609217,0
BQ171,more_context,research_answer,3,944,45,3582.4000000953674,9627,7.444661350744463,1
BQ172,more_context,research_answer,3,1153,62,4585.199999809265,11015.900000095367,9.641252118313965,0
BQ173,more_context,research_answer,3,1299,55,5111.599999904633,11861,8.14887249225455,1
BQ174,more_context,research_answer,3,1247,54,5148.5,11895,8.004150300155636,1
BQ175,more_context,research_answer,3,964,71,3894.800000190735,9827.400000095367,11.967771297768488,0
BQ176,more_context,research_answer,3,1142,91,4666.900000095367,11196.5,13.936535163153806,0
BQ177,first_earliest_claim,refusal_more_context,0,107,10,382,738.8999996185303,28.01905298595803,0
BQ178,first_earliest_claim,refusal_more_context,0,107,10,374,729.5,28.129395218002813,0
BQ179,first_earliest_claim,refusal_more_context,0,107,10,377.7999997138977,733.7999997138977,28.08988764044944,0
BQ180,first_earliest_claim,refusal_more_context,0,107,10,374,727,28.328611898016998,0
BQ181,first_earliest_claim,refusal_more_context,0,107,10,379.69999980926514,730.5999999046326,28.498147612659462,0
BQ182,first_earliest_claim,refusal_more_context,0,107,10,374.40000009536743,721.6999998092651,28.79355026846502,0
BQ183,first_earliest_claim,refusal_more_context,0,107,10,416.30000019073486,743,30.60912153608273,0
BQ184,first_earliest_claim,refusal_more_context,0,107,10,374.90000009536743,718.1000003814697,29.137529113239175,0
BQ185,first_earliest_claim,refusal_more_context,0,107,10,376.2000002861023,731,28.18489292013462,0
BQ186,first_earliest_claim,refusal_more_context,0,108,10,376.69999980926514,729.4000000953674,28.352707660584702,0
BQ187,first_earliest_claim,refusal_more_context,0,108,10,376.90000009536743,727.9000000953674,28.490028490028493,0
BQ188,first_earliest_claim,refusal_more_context,0,108,10,380.2000002861023,726,28.91844999500762,0
BQ189,no_evidence_refusal,refusal_more_context,0,113,10,388.19999980926514,746.3000001907349,27.92516053992571,0
BQ190,no_evidence_refusal,refusal_more_context,0,113,10,385.3999996185303,737.5,28.40102240603769,0
BQ191,no_evidence_refusal,refusal_more_context,0,113,10,390.2000002861023,734.6000003814697,29.036004637720417,0
BQ192,no_evidence_refusal,refusal_more_context,0,113,10,384.40000009536743,737.7000002861023,28.304557018401738,0
BQ193,no_evidence_refusal,refusal_more_context,0,113,10,387.30000019073486,743.5,28.074115680389422,0
BQ194,no_evidence_refusal,refusal_more_context,0,113,10,385.30000019073486,732,28.843380460056068,0
BQ195,no_evidence_refusal,refusal_more_context,0,113,10,387.59999990463257,742.5,28.176951246302725,0
BQ196,no_evidence_refusal,refusal_more_context,0,113,10,388.59999990463257,737.8999996185303,28.628685966764195,0
BQ197,no_evidence_refusal,refusal_more_context,0,113,10,387.6000003814697,734.2000002861023,28.851702258371358,0
BQ198,no_evidence_refusal,refusal_more_context,0,113,10,387,738.0999999046326,28.481913992356155,0
BQ199,no_evidence_refusal,refusal_more_context,0,113,10,393,745.5,28.368794326241137,0
BQ200,no_evidence_refusal,refusal_more_context,0,113,10,388.7999997138977,740.2999997138977,28.449502133712663,0
